duration,maxGrip,maxGripTime,maxGripTimeRel,condition,type,period,gripType,num,file,obsisSubj,obsisSession,obsisTrial,fins,stick,stickcm,orientation,stickcmCentered,stickFiveRef,stickNineRef,stickElevenRef,finsSumCoded
0.5833333333333334,64.0643167707639,0.26666666666666666,0.45714285714285713,2,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,093,001,010,open,five,5,horizontal,-3,five,five,five,open
0.6416666666666666,77.4500048130267,0.06666666666666667,0.1038961038961039,3,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,093,001,010,closed,five,5,horizontal,-3,five,five,five,closed
0.35833333333333334,64.996588929283,0.25,0.6976744186046512,5,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,093,001,010,open,seven,7,horizontal,-1,seven,seven,seven,open
0.525,89.5141282599991,0.016666666666666666,0.031746031746031744,7,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,093,001,010,none,nine,9,horizontal,1,nine,nine,nine,none
0.8083333333333333,110.049366129654,0.03333333333333333,0.041237113402061855,8,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,093,001,010,open,nine,9,horizontal,1,nine,nine,nine,open
1.0916666666666666,88.139024072333,0.8833333333333333,0.8091603053435115,10,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_010.csv,093,002,010,none,eleven,11,horizontal,3,eleven,eleven,eleven,none
0.525,65.4691749000046,0.08333333333333333,0.15873015873015872,1,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_011.csv,093,001,011,none,five,5,horizontal,-3,five,five,five,none
0.575,55.7122164538627,0.25,0.4347826086956522,6,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_011.csv,093,001,011,closed,seven,7,horizontal,-1,seven,seven,seven,closed
0.6916666666666667,60.4822791477107,0.525,0.7590361445783133,9,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_011.csv,093,001,011,closed,nine,9,horizontal,1,nine,nine,nine,closed
0.5583333333333333,57.7360938258579,0,0,12,GESTURE,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_011.csv,093,002,011,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed
